name,governmentId,email,debtAmount,debtDueDate,debtId
Sr. João Pedro Lima,98504372197,qferreira@example.com,184670.51,1978-08-09,6256
Maysa Moreira,71648590276,qfogaca@example.com,206715.32,2014-06-22,8994
Leandro Nunes,39061752868,spereira@example.net,135162.66,2023-05-20,6738
Lucas Azevedo,58230671435,da-rosaian@example.net,209227.87,1999-06-05,9789
Maria Silveira,62948350115,moreirapietra@example.org,195045.03,1970-07-19,5272
Srta. Gabrielly Peixoto,16437859075,luiz-otaviocavalcanti@example.com,904302.28,1990-07-04,1496
Calebe Lima,51492683728,ramosdaniela@example.org,729537.40,1990-04-02,5203
Dr. Ian Fogaça,36598217059,pereiragustavo@example.com,735683.47,2001-03-23,8256
Milena Moreira,34568120780,cardosoevelyn@example.org,764176.95,2013-02-03,6715
Sr. Felipe Almeida,89204317604,silvalucas@example.org,570022.68,1998-05-11,6363
Pedro Henrique da Luz,30946287538,vitor-gabrielteixeira@example.net,345237.85,1979-11-12,7400
Murilo da Rocha,19238647500,ana-beatrizcaldeira@example.com,160762.11,2011-01-01,2850
Valentina Gomes,04318576280,rdias@example.com,587616.98,1978-10-28,3498
Srta. Sarah das Neves,95801724397,limaenrico@example.com,353266.42,1977-11-14,5397
Isaac Almeida,92518740694,ana-lauranascimento@example.com,202751.80,1984-08-19,3944
Dr. Rafael Cardoso,98473105648,luiz-miguel19@example.org,4775.81,1997-01-26,7404
Paulo Barbosa,93862714519,pietro99@example.com,62722.24,2008-10-20,9390
Mariane Gonçalves,93824160560,vmoraes@example.com,115139.07,2022-09-06,8938
Julia Pereira,47619583246,caue07@example.org,126469.45,1996-01-21,2278
João Pedro Correia,13042579670,amandapereira@example.org,540620.31,2000-07-13,851
Joaquim Barbosa,50817492658,joao-felipelopes@example.com,948419.61,1999-05-30,203
Agatha Mendes,23546108906,pietro65@example.com,42075.37,1991-08-11,5719
Sra. Ana Sophia Souza,02435897600,maria-fernandacosta@example.org,661768.07,2017-08-09,2230
Rafael Rocha,21056379812,gda-rocha@example.org,999287.68,1984-01-09,1065
Leandro Gomes,26317950407,isis30@example.net,897345.80,2012-04-30,1416
Arthur Correia,72198065312,otaviopires@example.com,741306.19,2022-08-01,8824
Pietra Melo,34518290704,brunarezende@example.com,543385.32,1979-12-30,4378
Laís Lima,92847056300,caiocorreia@example.net,959121.60,2021-04-16,4169
Isadora Alves,36981274582,gabrielly83@example.org,654826.16,1997-07-08,7814
Clarice da Cunha,86029457101,emanuella43@example.net,293267.79,2006-07-28,4149
Lorena Rocha,29510376434,nicolaslopes@example.com,879221.72,2009-06-03,1371
Bárbara Sales,48315067290,valentinaduarte@example.org,558775.85,1981-07-11,8618
Ana Clara Pinto,32597184005,sophiealmeida@example.net,420393.29,1985-03-05,5694
Maria Viana,41326597809,silveiralivia@example.net,534982.45,2020-05-06,4913
Marcela Alves,69157043884,da-pazana-clara@example.com,640500.49,1997-05-08,3865
Ryan Moreira,45923670810,barrosstephany@example.com,342061.66,1973-04-17,9650
Clarice Dias,82946510794,dmartins@example.net,969618.60,2002-12-24,8467
Miguel Teixeira,13569842746,sviana@example.net,689705.60,2008-08-08,5763
Diogo da Paz,89546270130,fernandesjuan@example.com,751614.38,2020-11-03,8907
Isis Costela,96028157449,costavicente@example.net,747097.44,1989-08-03,8823
Lucas Gabriel Ferreira,65710234826,uda-mata@example.org,177108.01,1990-08-21,3259
Emanuel Silveira,91423756819,alveslivia@example.com,929162.27,1986-02-20,5288
Ian Barbosa,05286139442,camposgabriela@example.com,463905.40,1977-09-04,9525
Antônio Barros,45039287160,rodrigoaraujo@example.net,285919.37,2010-01-02,352
Fernando Gomes,60947235892,yasmin58@example.com,120567.45,1977-03-09,2868
Carolina Freitas,54396207107,da-luzryan@example.net,329120.79,2000-03-29,121
Gabrielly Ribeiro,01537892479,da-rosapedro@example.com,285401.71,2018-12-30,7216
Sr. Thomas Barros,13690854270,ana-clararocha@example.org,772366.00,1989-01-08,6
Letícia Martins,80735291659,alana94@example.org,412774.55,1986-02-21,337
Juan Teixeira,98243065105,camilasantos@example.net,997492.47,2000-06-06,394
Davi Luiz Peixoto,93270468547,aragaojoao-gabriel@example.org,735151.98,2016-10-27,1051
Isadora Almeida,82154379079,pintogabriela@example.net,555024.38,2023-03-23,9816
Gabriel Jesus,42561903761,teixeiraotavio@example.net,746271.68,2016-11-17,389
Maria Vitória da Rosa,32895046700,milenada-conceicao@example.com,948438.13,2022-04-14,2174
Ana Vitória Melo,18746930213,isabelcardoso@example.net,70895.34,1998-10-28,3072
Cecília da Mata,29507861467,vda-conceicao@example.net,842976.49,1973-12-10,9660
Helena Farias,25736041871,correiamariana@example.net,211919.46,2022-04-20,9923
Pedro Gonçalves,98213705602,zsilveira@example.net,590357.15,2012-07-28,3569
João da Conceição,80265417902,joaquimda-rosa@example.org,621185.86,2014-05-13,2151
Sra. Beatriz Alves,10526934824,carolina81@example.com,579435.26,2013-09-03,829
Luiz Gustavo da Mata,81304697231,goncalvesmaysa@example.net,584595.71,2009-10-27,3275
Dr. Juan Silveira,74908236178,isabellalima@example.com,751213.43,1997-09-08,4422
Srta. Ana Clara Ramos,59847032114,da-pazemanuella@example.org,772075.06,2018-05-16,8117
Sophie das Neves,14526097802,fsilva@example.org,99361.01,1984-08-19,3866
Diego Barros,49635082738,alanamoraes@example.com,200737.69,1983-09-06,394
Clara Cardoso,79623450125,maysa17@example.org,544718.57,2012-05-13,7525
Davi Lucca Rocha,28051764307,kaiqueduarte@example.org,931665.79,2010-08-15,9688
Diogo Rezende,63542017906,luiz-fernando07@example.net,143158.63,2002-09-03,264
Mirella Cavalcanti,14380257932,maria-sophiaalves@example.net,868032.82,2022-09-30,0
Bruna Souza,59642871319,diogo20@example.org,505863.27,2013-07-06,9749
Luiz Miguel Gonçalves,59741803214,bcarvalho@example.org,157839.29,2015-10-06,1600
Maria Julia Costela,83945716039,larissanascimento@example.net,811806.01,1990-02-27,1225
Vinicius Correia,27405613853,isis96@example.net,132127.95,1978-08-06,9483
Luana Vieira,50672194325,joao-gabrielcosta@example.net,603475.28,2018-10-29,3159
Davi Luiz da Mata,43951860766,elima@example.com,424056.04,2004-07-17,2956
João Mendes,26901437803,emartins@example.net,218144.98,2013-06-24,5483
Diogo Aragão,27654180390,lgomes@example.org,311594.72,2002-12-16,2472
Ana Carolina Campos,74096583200,zda-mota@example.org,703770.33,2017-09-20,5352
Murilo Vieira,91607358212,milenamoura@example.com,314074.51,1993-10-30,9119
Augusto das Neves,48073162903,beatriz47@example.com,160219.94,1971-12-06,3708
Isabella Teixeira,76345210862,diasanthony@example.org,293517.73,1996-05-12,3276
Rafael das Neves,82570364126,kaique24@example.org,307330.74,1982-10-17,2774
Srta. Luna Porto,13729860496,maria-fernanda42@example.org,111634.72,1983-06-06,8556
Sr. Breno Castro,20564378992,wcampos@example.com,28537.08,2009-12-21,3839
Diego Campos,60974512885,meloalana@example.org,657545.72,2016-06-27,2505
Vitor Mendes,32748069196,rezendesofia@example.net,911806.16,2017-05-14,9777
Mariane da Luz,14560937206,bvieira@example.net,934260.00,1989-06-25,5390
Lara Cardoso,13052698451,enrico44@example.org,676203.27,2006-05-02,8713
Thomas Costela,21573804932,pietramoreira@example.net,325065.21,2001-05-22,373
Júlia Melo,82650974176,moreiranathan@example.com,960552.25,1976-03-12,4842
Dr. Davi da Luz,26471590849,moraeslivia@example.com,416972.82,1996-12-20,4320
Ana Freitas,40683792547,ofernandes@example.net,381362.65,2004-12-05,3546
Raquel da Rosa,46907135299,yaragao@example.net,618646.85,1984-11-27,5785
Sr. João Gabriel Almeida,57869431273,arthurazevedo@example.net,52062.22,2015-12-14,2543
Helena Sales,36910572840,mariane59@example.net,442253.88,1996-08-08,8765
Samuel das Neves,80794251323,joao-felipesales@example.org,798654.93,1971-12-07,4050
Dr. João Gabriel Silveira,60987321595,dda-rosa@example.com,53126.73,1975-06-12,1039
Maria Silveira,50693247134,andrenogueira@example.net,395535.98,2007-01-13,6656
Sofia Peixoto,20894736574,isabelly69@example.net,787132.83,1973-01-21,7942
Eloah Campos,72930861487,barrosalice@example.com,499263.53,1977-02-28,5546
Thales Lima,04783926131,melissaaraujo@example.com,98079.16,1995-05-26,6636
Maria Luiza da Cruz,09716283512,lais83@example.net,794576.70,1981-02-04,9483
Evelyn Caldeira,49581763066,meloalicia@example.net,512331.52,2001-08-18,3142
Enzo Gabriel das Neves,75982013668,vianarebeca@example.org,139049.06,1983-03-19,6191
Valentina Dias,50731962877,brenda19@example.com,343982.20,2012-08-15,4862
Marcelo Moura,43691758282,da-conceicaoalice@example.org,826987.29,2007-03-29,738
João Guilherme Silveira,76051248994,nmartins@example.org,350709.03,1978-04-10,1529
Lorena Freitas,82176039440,davi-luccalima@example.org,582900.60,2003-02-19,712
Isabelly Cardoso,30894275160,kevinjesus@example.org,936295.37,2009-03-04,9608
Dr. Noah Costela,27983601450,liviafernandes@example.net,535321.55,1975-12-09,9874
Davi Lucca Costela,79043281603,da-cunhaemanuelly@example.org,954607.00,2007-12-11,4278
Elisa Cunha,36978241555,rcorreia@example.com,601073.94,2001-12-26,7404
Lívia Duarte,27804135904,hmoraes@example.net,837796.07,2020-03-06,7749
Pedro Duarte,80634951289,maria-vitoria04@example.net,71712.32,1976-08-19,1664
Vitória Nogueira,79816504375,carlos-eduardo31@example.com,423563.93,2012-09-07,8016
Marcelo Castro,93652180470,catarinada-conceicao@example.com,950099.13,2015-11-17,2860
Srta. Eloah Lopes,69321584773,ofarias@example.org,657767.38,2006-05-11,2741
Luiz Henrique Correia,19320586489,qmartins@example.net,870957.07,1988-10-17,1607
Pedro Lucas Jesus,64205139870,maria-vitoria58@example.net,248093.76,2017-05-28,6899
Joana Azevedo,42735168026,nribeiro@example.org,444775.75,2004-01-15,7765
Dra. Isis Cunha,62913785077,sramos@example.net,770899.60,2021-04-01,4209
Bárbara da Conceição,31250976499,moraesalana@example.com,318902.06,1983-06-18,4255
Vitória Monteiro,53079268121,bernardo71@example.net,92309.69,1977-04-06,7364
Heloísa Nascimento,94631285737,goliveira@example.net,811022.41,1997-04-13,2236
Cauê Vieira,19845260306,luiz-felipegomes@example.org,961844.94,1984-05-07,2945
Stella Castro,73946258182,isis75@example.org,320936.30,1986-06-18,2043
Sr. Lucca Barbosa,43059867283,maria56@example.org,903327.88,1972-06-20,7471
Marcelo Cavalcanti,69130847222,valentinaaraujo@example.org,282732.43,2009-04-19,7550
Kevin Campos,96104825702,wduarte@example.com,313750.57,1986-10-09,731
Lucas Moura,92041867396,fogacaian@example.net,216774.54,2010-07-03,5440
Bernardo Moura,25017394850,fbarbosa@example.org,711745.20,2022-09-05,4627
Lorenzo Peixoto,26087419322,gomessarah@example.net,796024.65,1988-04-01,3567
Isabelly Cavalcanti,02697435883,julia48@example.com,941940.19,1995-10-05,6072
Luana Cavalcanti,95604732125,alexandre08@example.net,527869.70,1999-04-20,7240
Dr. Gustavo Henrique das Neves,29168543719,acastro@example.org,588819.65,1995-10-23,5004
Gustavo Henrique Correia,05716342906,xda-rocha@example.com,775567.85,2013-07-12,9238
Dr. Samuel Pires,93071286503,pcaldeira@example.org,559875.31,2011-08-16,9206
Esther Silva,37582061462,joao-lucasbarros@example.org,171236.31,1993-12-13,3877
Kaique Moura,48901253704,rodriguesjoao-vitor@example.org,875029.73,1990-01-08,3215
Srta. Maria Eduarda Oliveira,84920713541,rezendemarcela@example.org,8961.71,2001-03-19,2
Luigi Carvalho,28607394169,lucassouza@example.org,869030.48,1971-02-27,5568
Vicente Lopes,63572109868,pbarros@example.com,218466.76,1976-01-14,3550
Sra. Natália Pereira,09425613761,paulo02@example.org,996542.34,1990-05-10,9969
Mariana Freitas,37205196434,noahribeiro@example.com,70284.72,1972-02-13,2554
Vitor Gabriel Moraes,25846397000,goncalvesesther@example.net,159635.44,1974-12-03,4747
Davi Lucca Caldeira,71246539837,valentinamelo@example.net,588990.36,1987-04-26,855
Yago Novaes,02146359706,danielamelo@example.com,792610.89,1984-03-02,2756
Yuri Costa,36891572002,claricecaldeira@example.net,471308.10,1999-10-29,9733
Vitor Gabriel Novaes,16407859301,esther00@example.org,900789.67,2016-05-09,6705
Felipe Novaes,30297684574,ian23@example.net,761192.85,1996-05-29,9368
Lara Oliveira,80417935250,gomescatarina@example.com,641407.99,2015-03-10,9420
Dr. Marcos Vinicius Gonçalves,97435861219,esther84@example.net,9784.20,1983-01-10,6290
Cauê Moura,13275486071,ramosbianca@example.com,730342.54,2021-08-14,6775
Pietra Gomes,71350984205,marcos-vinicius62@example.com,417611.13,2021-06-27,8950
Vinicius Viana,17064598310,vdas-neves@example.org,356833.57,1998-08-23,6318
Arthur Almeida,87341902523,gteixeira@example.com,527351.92,1998-07-29,8189
Isabella Gomes,89247310687,renanoliveira@example.org,130876.80,2017-09-17,1937
Alexia Ribeiro,76980415301,nicolas28@example.net,133282.53,2017-05-27,6915
Davi Lucca da Mota,69751482011,jmendes@example.net,275511.56,2011-06-16,9879
Kamilly Viana,38104962787,luigi08@example.org,299361.44,1989-06-20,9972
Melissa Correia,71648529011,vdias@example.com,959870.16,2012-07-05,9105
Marcela Cardoso,17890435223,davicastro@example.org,817319.16,2008-12-26,4631
Stephany Monteiro,31697480500,melissa48@example.com,370595.50,2005-09-10,33
Theo Novaes,27014983504,samuel78@example.com,728829.69,1983-04-13,8999
Paulo Cavalcanti,28463510744,mouracaua@example.org,382590.05,1977-11-29,1861
Maria Fernanda da Costa,61394507801,enzomoura@example.org,688010.54,1985-12-02,8533
Yago Ramos,94381670213,antoniojesus@example.net,847161.60,1995-02-19,8976
Ryan Almeida,24157068920,rpeixoto@example.org,806644.61,1980-11-04,5267
Srta. Ana Laura Lopes,03612574817,camposandre@example.org,994956.37,2020-03-11,7364
Luiz Henrique Campos,56378249083,ucostela@example.com,692573.41,1989-07-29,2134
Camila da Mata,41238605753,emendes@example.com,554836.22,2018-03-28,5297
Leandro da Cruz,61803259442,ramospietra@example.com,114491.97,2015-02-04,5737
Noah Gonçalves,41507296894,leonardobarros@example.com,604079.40,1986-08-07,4769
Isabella Ferreira,58231647937,vieirapedro-miguel@example.net,851685.86,2000-04-08,8647
Elisa da Costa,84265917364,mariafarias@example.com,296296.75,2022-05-24,2784
Rebeca Viana,41053872941,zcampos@example.com,251805.61,1977-02-23,2075
Paulo Gomes,28734106987,joaquimda-luz@example.com,427672.24,2014-06-13,3142
Vicente da Mata,36580142707,lucascavalcanti@example.org,252051.91,1987-06-26,8957
João Gabriel Silveira,21495673855,mirellarocha@example.org,686921.34,2012-11-28,8858
Ana Ribeiro,80794563139,pietra84@example.com,908742.02,2003-11-07,5957
Ana Júlia Gomes,29486153051,aragaoana-carolina@example.com,887496.32,2002-11-11,7912
Sr. Nicolas Fogaça,39685741255,fcardoso@example.com,74024.88,1993-09-01,3146
Anthony Viana,70693825103,da-paznoah@example.net,673621.53,2005-03-06,4848
Maria Eduarda Rodrigues,87305164208,da-matahenrique@example.com,766335.39,2001-10-21,28
Bruna Pinto,31564078957,pintogustavo@example.com,158495.83,1995-03-26,9099
Marcos Vinicius da Rosa,89361247573,vitor-hugoalmeida@example.net,82895.82,2013-11-21,9644
Dr. Augusto Teixeira,21803745932,nteixeira@example.net,783359.26,2018-09-20,4807
Nathan Costa,49037812678,cunhaana-carolina@example.com,181502.80,1993-07-22,6529
Maria Fernanda Santos,35978041288,qrodrigues@example.org,513574.72,2021-08-10,2688
João Gabriel Gonçalves,19403765216,fariaspaulo@example.com,313632.66,1984-03-12,3610
Laura Peixoto,65841290398,kevin06@example.com,335986.92,1982-04-05,4600
Sra. Stella Ribeiro,40816932778,castroelisa@example.net,768715.33,1987-10-11,2573
Alice Rodrigues,95640382783,lopescecilia@example.net,992435.75,2020-09-02,1776
Srta. Sofia Lopes,97253018460,qcosta@example.com,427984.03,1985-12-05,8478
Luiza Sales,82054367117,peixotoluiz-miguel@example.org,338508.40,1977-04-06,8905
Maria Luiza Costela,47915023888,maria-julia85@example.net,948166.17,1985-05-02,1607
Sr. Emanuel Jesus,06193728422,hfreitas@example.com,745286.04,2007-07-18,6284
Laura da Paz,28547390197,omoreira@example.com,102338.05,2022-04-28,1851
Esther Nogueira,58791236428,freitasana-vitoria@example.org,211519.90,1987-02-15,7116
Melissa Costela,54820319779,joao-guilherme74@example.org,425410.41,1971-05-10,4291
Gabrielly Farias,64573180290,isabellycampos@example.net,525575.83,2021-06-07,3789
Dr. Thiago Peixoto,74125806985,lucasalmeida@example.com,464870.62,1991-10-16,9653
Breno Almeida,82753490104,fsouza@example.com,719365.23,2009-12-27,7953
João Moura,49368705283,oliveirabernardo@example.com,539455.24,1996-07-28,9415
Gustavo Henrique Mendes,21476309850,razevedo@example.com,548714.53,2006-08-07,9911
Arthur da Cunha,35410729897,da-pazcarlos-eduardo@example.net,989374.32,2007-08-09,1831
Sophia Moura,87136902487,joao36@example.org,113026.09,2011-08-21,1935
Gustavo Henrique Gomes,85093217603,salesana-julia@example.org,458951.50,2002-05-19,3209
Sr. Augusto Peixoto,30817946250,ujesus@example.com,387678.56,1972-07-17,410
Samuel Costa,62193047804,vicente70@example.org,785760.96,1980-05-08,1682
Emilly Melo,60548397139,lavinia06@example.com,792925.58,2023-03-04,3830
Agatha Campos,95026148794,azevedomaria-cecilia@example.com,636971.37,1975-04-28,3286
Vitória Correia,42697018549,mda-cruz@example.org,905823.58,2003-09-18,5749
Srta. Nicole Nascimento,71268950467,catarina18@example.com,234636.55,2021-06-01,6720
Dr. João Ribeiro,30956874193,alanasantos@example.com,403680.95,2004-11-22,9237
Gabriela Costa,49158376020,da-motaalana@example.com,451239.06,1990-10-23,2389
Sabrina Silveira,64208937122,edas-neves@example.org,841441.61,2001-12-18,3455
Bárbara Monteiro,05961382451,frezende@example.net,29381.06,2011-09-28,6574
Sr. Noah Silveira,12984063740,foliveira@example.org,180826.71,2015-04-24,4581
Sr. Henrique Porto,50893267465,eda-rocha@example.net,40602.10,2022-12-29,3064
Dr. Daniel Alves,97460251801,claramoura@example.org,796302.16,2001-08-24,8299
Mariane Monteiro,50867941375,claraferreira@example.org,872074.12,1977-01-14,4919
Juan Ferreira,06583921405,tfernandes@example.net,60424.48,1977-05-18,6987
Raquel Cardoso,29587360168,juliana61@example.com,325084.01,1976-03-15,744
Dra. Sabrina Fernandes,56103498260,mendesfelipe@example.org,858312.43,2013-10-20,6588
Anthony da Mata,92518704620,daniela96@example.net,705044.86,1974-06-22,5229
Noah Moura,34926015889,yuribarros@example.com,695007.81,2019-02-07,3076
